strategy_id,asset,family,gross_sr,net_sr_18bp,trades_yr,cost_drag_pct,T
SOL_rsi_21_25_60,SOL,rsi_meanrev,-0.2032146749404925,-0.2128763390575888,2.061818181818182,3240.0,2200
SOL_rsi_21_25_70,SOL,rsi_meanrev,0.03696585470537291,0.02786855771855333,2.061818181818182,3240.0,2200
SOL_rsi_21_30_50,SOL,rsi_meanrev,-0.23939829024320247,-0.2628444892424676,3.665454545454546,5759.999999999999,2200
SOL_rsi_21_30_60,SOL,rsi_meanrev,-0.19207119715431167,-0.206356133530432,3.2072727272727275,5040.0,2200
SOL_rsi_21_30_70,SOL,rsi_meanrev,-0.019358439953585455,-0.030616657616778006,2.7490909090909095,4320.0,2200
SOL_mom_21,SOL,momentum,0.7668302319851666,0.6570175094327831,24.16909090909091,6.087775531596138,2200
SOL_mom_63,SOL,momentum,0.6307943136299088,0.5696437357957075,12.943636363636365,6.056482187091093,2200
SOL_mom_126,SOL,momentum,0.7375381865589229,0.7010794275115162,7.216363636363637,2.3723466324427793,2200
SOL_mom_252,SOL,momentum,0.9369741729003809,0.9060582384459861,5.154545454545455,1.130993988749014,2200
SOL_brk_20,SOL,breakout,0.34871891266432664,-0.013663704502173966,41.580000000000005,116.37079776152362,2200
SOL_brk_55,SOL,breakout,0.06161617223956485,-0.325091500010494,32.874545454545455,51659.99999999999,2200
SOL_brk_100,SOL,breakout,-0.012762272263143736,-0.3636949365826984,26.46,41579.99999999999,2200
